model_name,sample_index,error_label,Review_Notes,reference,prediction,dialogue,rouge1,rouge2,rougeL,bs_f1_raw,informativeness,clarity,plausibility,faithfulness,Length Ratio
aya-expanse:8b,29,H-ROLE,H-ROLE. Says Raphael praised the black dress; Frank praised the dress and Raphael praised the table.,杰西卡在市中心的二手商店买了一张桌子、六把椅子、一个花瓶和一堆衣服。这些一共花了70欧元。,杰西卡去城里二手店买了很多东西，包括一张橡木桌、六把椅子、一个花瓶和一堆衣服。她发了照片给拉斐尔和弗兰克，他们都非常喜欢那张桌子，尤其是拉斐尔对黑色的连衣裙赞不绝口。杰西卡对自己的购买感到非常满意，更令人高兴的是，她只花了70欧元就买了所有这些东西！,"Jessica: I went to the second hand shop downtown 
 Frank: Cool
 Raphael: What did you get?
 Jessica: Lots of stuff
 Jessica: A table, six chairs, a vase, a pile of clothes
 Frank: That's really a lot of stuff :-)
 Raphael: send us pictures
 Jessica: <photo_file>
 Jessica: <photo_file>
 Raphael: Beautiful table
 Raphael: Is it wood?
 Jessica: yes, oak 
 Raphael: Awesome
 Jessica: <photo_file>
 Frank: These are the clothes?
 Frank: I love the black dress
 Jessica: It's absolutely beautiful
 Jessica: As soon as I saw it I knew it would be mine
 Jessica: I'm so happy with what I bought
 Jessica: And the best is I paid only 70 euros for all of that!!",41.58,28.28,35.64,75.91,4.568166733,3.746606827,3.876362324,3.685879469,2.777778
aya-expanse:8b,30,H-EVT,"H-EVT. Adds heating the pasta in the microwave, while Desiree only asks Lucian to keep it there.",卢西恩不在家。德西蕾希望卢西恩把她的意大利面放在微波炉里。,Desiree 问 Lucian 两人是否在家，Lucian 表示刚收到消息，没有特别原因。Desiree 要求将面条放在微波炉里加热。Lucian 回答自己还没做饭。,"Desiree: U both at home?
 Lucian: No. I've just got ur msg. Why did u ask about it?
 Desiree: No reason. Keep my pasta in the microwave
 Lucian: I haven't cooked anything",18.87,11.76,18.87,70.16,3.770260096,3.69122076,3.901396275,3.579610825,2.689655
aya-expanse:8b,31,NO-ERROR,"NO-ERROR. The summary keeps the Pub X location, 5:30 plan, and Kate’s possible later arrival.",艾米丽、凯特和玛塔今天要去中央车站的x酒吧喝一杯。,艾米丽提议今天下班后一起喝点东西，凯特和玛塔都同意了。他们计划在中央车站的X酒吧约定时间5：30见面，但凯特可能要晚一点到达，因为交通状况。玛塔表示没问题，并祝大家再见。,"Emily: fancy a drink after work today?
 Kate: sure!
 Marta: Good idea! 
 Marta: Where? When?
 Emily: Maybe in the Pub X at the central station at 5.30?
 Kate: I may be closer to 6, traffic on my way
 Marta: Fine for me.
 Marta: See you then, Ladies!
 Emily: Bye! see ya :*
 Kate: :*",38.1,22.95,31.75,73.57,2.955397844,3.704871893,3.693312407,2.82566309,3.400000
aya-expanse:8b,32,LANG,LANG. Output is formatted as dialogue translation rather than a summary.,今天玛丽没有去上学，她就待在家里。,"玛丽：嗨，我的朋友😘
 爱丽丝：你今天不是去学校吗？
 玛丽：不，我今天待在家里。
 爱丽丝：幸运你！","Mary: Hi my friend :*
 Alice: U re not at school?
 Mary: No i stayed at home today.
 Alice: Lucky u!",25.64,0,20.51,70.82,2.492030144,4.934333801,4.925163746,4.744911671,2.647059
aya-expanse:8b,33,H-EVT,"H-EVT. Says Christine told Annie not to call, but she said not to call in/visit unless the room light is on.",克莉丝汀病了，明天不来上学了。安妮会把西拉夫的香囊放在邮箱里。克莉丝汀不想把病传染给她。,安妮询问克里斯汀是否会去学校。克里斯汀表示明天不会去，因为她感觉不舒服，可能得了流感。安妮关心她的体温和饮食情况，克里斯汀回答没有发烧，只是鼻塞、喉咙痛和疲劳。安妮建议她吃特拉弗（Theraflu），并表示会后来送一些给她。克里斯汀感谢安妮的帮助，但担心自己可能会传染给安妮，让安妮不要打电话。安妮开玩笑说自己可能已经感冒了，但如果克里斯汀醒着，可以随时打电话。,"Annie: Are you going to be at school?
 Christine: Not tomorrow. I am not well.
 Annie: Oh noes! What happened?
 Christine: Got the flu, I think.
 Annie: what's your temperature?
 Christine: Not high, I'm not running a fever or anything
 Annie: Are you eating ok?
 Christine: Yeah. Just blocked nose, sore throat. Tired.
 Annie: Sounds like you've got a cold. You need anything?
 Christine: I could do with some Theraflu.
 Annie: OK, I think we've still got some sachets, should be in date. I'll drop them through your letterbox later on.
 Christine: Yeah. Don't call in because I'll feel bad if you catch this cold off me.
 Annie: I think I probably had it already, but you might be sleeping.
 Christine: If the light in my room is on, call if you want.",19.55,3.05,15.04,67.5,4.151363373,4.093776703,4.35593605,3.958997488,4.113636
aya-expanse:8b,34,NO-ERROR,NO-ERROR. Summary is supported by the dialogue.,沙尔多纳通过手机发送了婚礼邀请，因为她没有时间亲自去送邀请函。,沙隆达宣布她要结婚，并发送了一张通过消息应用程序的婚礼邀请。皮珀感到惊讶，因为他们多年没有联系，而现在沙隆达才发来邀请。皮珀认为沙隆达太贪婪，期望别人参加她的婚礼，却没有时间亲自送邀请。,"Shaldona: WE ARE GONNA GET MARRIED ❤️❤️
 Shaldona: <file_others>
 Shaldona: This is our mobile inviation for our wedding.
 Shaldona: Invitation*
 Piper: Hey. You haven’t sent me any messages for a few years.
 Piper: And now you are sending me your wedding invitation 
 Piper: THROUGH MESSENGER?
 Shaldona: .....
 Shaldona: Well..
 Shaldona: I had no enough time to meet everybody and give this in person.
 Shaldona: Hope you understand.
 Piper: If you don't have time to give the invitation card in person but expect people go to your wedding
 Piper: Shaldona, if so, you are too greedy.",34.29,17.65,31.43,73.55,4.65250206,4.09969902,4.248705864,4.149669647,3.000000
aya-expanse:8b,35,H-MOD,"H-MOD. Says this time will be the last, but Cindy/Conrad exchange only implies waiting this time; no finality.",康拉德忘了带钥匙，所以回不了家。瑞贝卡和蒂芙妮回来得晚，他得在咖啡厅等。,康拉德在房子外面，忘记带钥匙。雷贝卡和蒂芬尼有消息，蒂芬尼将于晚上10点到11点回家，而雷贝卡会更晚回来。康拉德决定在咖啡店等候。,"Conrad: I'm outside the house
 Conrad: I forgot my keys...
 Rebecca: 💩
 Tiffany: I'll be home at 10-11
 Rebecca: I'm coming back even later
 Conrad: Oh no...
 Conrad: I'll wait in the coffee shop",32.79,10.17,29.51,78.61,3.316429138,3.909323931,4.129290104,3.6095469,1.805556
aya-expanse:8b,36,LANG,LANG. Output is formatted as dialogue translation rather than a summary.,卢德米拉小时候最喜欢的恐龙是三角龙。,"雅各波：嗨，你小时候有喜欢的恐龙吗？
 柳米拉：有啊，三角龙。为什么？
 雅各波：我后来告诉你原因。","Jacopo: hey, did you have a favorite dinosaur growing up?
 Ludmila: yes, triceratops. why?
 Jacopo: i'll tell you why later.",33.33,15,28.57,70.39,3.134637117,4.596617699,4.395842552,3.84283185,2.555556
aya-expanse:8b,37,H-CIRC,"H-CIRC. Says Claire thought the color was dark, but she said it could be darker because it was not vivid.",在玛丽亚和妮可的建议下，克莱尔正在订购她的婚纱。,克莱尔分享了一件礼服（文件链接），玛丽亚和妮可都认为这件礼服非常适合新娘，价格也合理。克莱尔虽然觉得颜色有点暗，但最终被说服了，决定下单。,"Claire: Check this out :)))
 Claire: <file_other>
 Maria: !!
 Nicole: Absolutely perfect for you!!
 Claire: I guess so
 Claire: But it could be a bit darker, cause this color is not very vivid
 Nicole: Noooooo, I think this color is perfectly good for the bride
 Maria: And it's no that expensive :)))
 Claire: Yes, the price appeals to me xD
 Nicole: You should order that dress
 Nicole: I think you won't regret
 Maria: Don't hesitate, it's incredibly beauty!!
 Claire: Ok, if you say so :))",19.23,12,19.23,68.19,2.386324406,3.453950644,3.920320511,3.429015636,2.875000
aya-expanse:8b,38,H-ROLE,H-ROLE. Says Miro only speaks Albanian; he only speaks Albanian with his parents.,米罗和他的父母说阿尔巴尼亚语。他的家人在20世纪90年代非法出境离开了阿尔巴尼亚。,阿比（Abby）讲述了她昨天在派对上认识的米罗（Miro）的故事。米罗的父亲来自1990年代初的阿尔巴尼亚，他们非法离开了该国，逃离了极端贫困和动荡。米罗只会说阿尔巴尼亚语，并分享了他父亲通过不合法途径出国的经历，包括人们挤上任何可用的船只逃离该国的场景。,"Abby: Have you talked to Miro?
 Dylan: No, not really, I've never had an opportunity
 Brandon: me neither, but he seems a nice guy
 Brenda: you met him yesterday at the party?
 Abby: yes, he's so interesting
 Abby: told me the story of his father coming from Albania to the US in the early 1990s
 Dylan: really, I had no idea he is Albanian
 Abby: he is, he speaks only Albanian with his parents
 Dylan: fascinating, where does he come from in Albania?
 Abby: from the seacoast
 Abby: Duress I believe, he told me they are not from Tirana
 Dylan: what else did he tell you?
 Abby: That they left kind of illegally
 Abby: it was a big mess and extreme poverty everywhere
 Abby: then suddenly the border was open and they just left 
 Abby: people were boarding available ships, whatever, just to get out of there
 Abby: he showed me some pictures, like <file_photo>
 Dylan: insane
 Abby: yes, and his father was among the people
 Dylan: scary but interesting
 Abby: very!",30.11,6.59,17.2,72.25,3.414439917,3.039075375,3.372362375,2.939797163,3.121951
aya-expanse:8b,39,H-ROLE,"H-ROLE. Says Chris would also take it easy, but Dan and Martin are the ones doing so.",丹、蒂姆、克里斯和马丁8点碰面。丹和马丁这次会放松一下。汤姆来不了，因为他岳父岳母家有个聚会。,丹问大家周六是否一起出去。蒂姆和克里斯都同意，但汤姆因要去女家参加派对而无法参加。克里斯和马丁也表示自己可能需要跟着放松。蒂姆调侃道大家像60岁的人。,"Dan: Guys, so are we going out on Sat?
 Tim: I'm ready when you are
 Chris: I'm OK too, in the centre right?
 Tom: I'm out guys sorry. 
 Dan: come on Tom, what's wring this time
 Tom: told ya before. party at in-laws
 Chris: always the same story right
 Martin: right guys, so what time?
 Tim: start @8? finish. 8 if we're lucky
 Dan: yeah, i need to be home at 2 and ready to drive on Sunday noon
 Chris: so you takin it easy this time
 Martin: i guess i'd have to as well
 Tim: guys you sound like 60 yos
 Chris: Tim, are the last two standing or what?
 Tim: i gather
 Dan: you two will also grow up one day.",29.73,11.11,21.62,67.49,3.098492622,3.127876043,3.391073942,2.784697533,1.595745
aya-expanse:8b,40,NO-ERROR,NO-ERROR. Summary is supported by the dialogue.,迪玛的笔记本电脑坏了，因为她的猫把咖啡洒在笔记本电脑上。 迪玛很担心，因为她明天必须为trados提供翻译。一个小时后迪玛会来纳达家，借纳达的笔记本电脑。,迪玛的笔记本电脑坏了，明天需要交翻译，但 Nada 的旧笔记本电脑已经借给了她哥哥。 尽管如此，Nada 还是同意让迪玛使用她的笔记本电脑，因为她这两天都请假了。 迪玛表示非常感激，并承认他们应该为翻译工作准备备用笔记本电脑。 她想在一小时内来取笔记本电脑。,"Dima: hello! 
 Nada: hey girl, what's up?
 Dima: I'm in a huge trouble, my laptop is broken and I have to deliver a translation tomorrow @9 😱😱
 Nada: fuck what happened??
 Dima: the stupid cat spilled coffee on it 😣😣 I'm freaking out!
 Dima: you still have your old laptop? is it possible to lend it to me please?
 Nada: no sorry, I've given it to my brother - but you're lucky! I've taken these two days off so you can take mine
 Dima: ooh man! thank you sooo much!!! if it weren't for Trados, I wouldn't be panicking :( 
 Nada: no worries, it happened... but I always think about this... like man, we need some back up laptops!
 Dima: I know! but I always change my mind and spend the money elsewhere lol
 Nada: yeah, but it's like our only tool! so we need to invest in it
 Dima: yup, true !
 Dima: can I come in an hour to pick it up?
 Nada: yes :) ttyl!",42.99,20.95,33.64,76.77,4.794076443,4.074004173,4.155800343,4.132357597,1.618421
aya-expanse:8b,41,NO-ERROR,NO-ERROR. Summary is supported by the dialogue.,杰瑞40分钟后到家。,杰里（Jerry）给珍妮特（Janet）发了个甜蜜的问候。珍妮特回应说期待他的归来。杰里表示大约40分钟后到家，珍妮特说她会等他。杰里询问了珍妮特的日常，珍妮特抱怨了下老板的烦人之处。他们互道再见，表达了爱意。,"Jerry: Hi sweetie :)
 Janet: Hi sugar ;)
 Jerry: I'm coming home
 Janet: Can't wait ;)
 Jerry: I should be there in 40 minutes
 Janet: Ok, I'm waiting for you :)
 Jerry: How was your day?
 Janet: Oh, it was ok but my boss is a pain in the ass sometimes
 Jerry: I know, she can be a bitch :P
 Janet: Yes she can! ;)
 Jerry: See you later darling
 Janet: <3",14.29,11.76,14.29,66.82,2.767934322,4.569789886,4.551199913,3.783038378,10.500000
aya-expanse:8b,42,NO-ERROR,NO-ERROR. Summary is supported by the dialogue.,娜塔莉怀了戴夫的孩子。简认为萨莉不应该告诉别人，因为娜塔莉是私下告诉他们的。亨利埃特和格雷格很惊讶，孩子的父亲居然是戴夫而不是迈克。,莎莉向大家传闻娜塔莉的消息。尽管简不愿意分享，但其他人都感到好奇。当他们知道了消息时，大家惊讶地发现孩子的父亲是戴夫，而不是他们猜测的迈克。,"Sally: Hi guys have you heard about Natalie?
 Tom: No. What about her?
 Jane: You're such a gossip girl, Sally!
 Sally: Come on! I'm sure you're all curious.
 Tom: I am. 
 Sally: Relax Jane, what's your problem?!
 Jane: She told us in confidence, I don't think we should share it with others.
 Greg: Now I'm also curious
 Henriette: Tell us! 
 Henriette: Is she pregnant? 
 Sally: 💣💣💣
 Sally: Guess who's the father!!!
 Henriette: I knew it!
 Henriette: Is it Mike?
 Sally: Dave!!! 
 Henriette: WHAT????
 Greg: That's insane!",44.44,10.13,37.04,74.1,2.832807064,3.988991976,4.094557762,3.244558811,1.060606
